id,title,runtime,year,advertiser,products,mood,video_url,animals,characters,category
2882907,"Great Wolf Lodge TV Commercial, 'Our Paw Pledge'",30,2020,Great Wolf Lodge,Great Wolf Lodge Mobile App,Active,https://d3npuic909260z.cloudfront.net/002/882/907/nrBp.mp4,,Kids,covid
2883149,"Mahindra Summer Sales Event TV Commercial, 'Comfort in Hard Work'",30,2020,Mahindra,,Active,https://d3npuic909260z.cloudfront.net/002/883/149/nrK1.mp4,,,covid
2883258,"Honda 4th of July Celebration TV Commercial, 'Enjoy the Open Road: Sedans' [T2]",30,2020,Honda,"2020 Honda Civic LX Sedan, 2020 Honda Civic Sport Touring Hatchback, 2020 Honda Accord Touring 2.0T",Active,https://d3npuic909260z.cloudfront.net/002/883/258/nrDV.mp4,,,covid
2883279,"Honda 4th of July Celebration TV Commercial, 'Enjoy the Open Road: SUVs' [T2]",30,2020,Honda,"2020 Honda HR-V AWD LX, 2020 Honda CR-V 2WD LX, 2020 Honda HR-V AWD Touring",Active,https://d3npuic909260z.cloudfront.net/002/883/279/nrDT.mp4,,,covid
2883297,"Ad Council TV Commercial, 'Afuera por nosotros: Thanking Essential Workers' canción de Alicia Key",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/883/297/nrDs.mp4,,,covid
2883514,"Ford Fourth of July Sales Event TV Commercial, 'Getting Back to It' [T2]",30,2020,Ford,,Active,https://d3npuic909260z.cloudfront.net/002/883/514/nrj7.mp4,,Kids,covid
2883685,"Domino's Mix & Match Deal TV Commercial, 'Made From Home'",30,2020,Domino's,"Domino's Stuffed Cheesy Bread, Domino's Two-Topping Pizza, Domino's Mix & Match Deal, Domino's Cinnamon Bread Twists, Domino's Marbled Cookie Brownie, Domino's Marinara Dipping Sauce, Domino's Sweet Mango Habanero Sauce, Domino's Garlic Dipping Sauce",Active,https://d3npuic909260z.cloudfront.net/002/883/685/nrMe.mp4,,Kids,covid
2883874,"Olive Garden TV Commercial, 'Come Together for the Best One Ever'",30,2020,Olive Garden,,Active,https://d3npuic909260z.cloudfront.net/002/883/874/nrze.mp4,,,covid
2883886,"Uber TV Commercial, 'Move What Matters: No Mask. No Ride.'",30,2020,Uber,,Active,https://d3npuic909260z.cloudfront.net/002/883/886/nrzU.mp4,,,covid
2883929,"Grantham University TV Commercial, 'Priorities'",30,2020,Grantham University,,Active,https://d3npuic909260z.cloudfront.net/002/883/929/nruW.mp4,,,covid
2883999,"Frosted Flakes TV Commercial, 'Mission Tiger: Tit-for-Tat' Featuring Shaquille O'Neal",15,2020,Frosted Flakes,Frosted Flakes,Funny,https://d3npuic909260z.cloudfront.net/002/883/999/nrsa.mp4,,Tony The Tiger,covid
2884047,"Nutrisystem for Men TV Commercial, 'Doorbell: Probiotic Shakes'",30,2020,Nutrisystem,"Nutrisystem Nutrisystem for Men, Nutrisystem Probiotic Shakes",Informational,https://d3npuic909260z.cloudfront.net/002/884/047/nrEr.mp4,,Kids,covid
2884102,"Dispatch Health TV Commercial, 'Getting a House Call'",60,2020,Dispatch Health,Dispatch Health App,Active,https://d3npuic909260z.cloudfront.net/002/884/102/nrWG.mp4,,,covid
2884840,"Casper 4th of July Sale TV Commercial, 'The Coolest Mattress: 15 Percent'",15,2020,Casper,Casper The Wave,Active,https://d3npuic909260z.cloudfront.net/002/884/840/nrhd.mp4,,Kids,covid
2884856,"RINVOQ TV Commercial, 'Your Mission: Zip Line'",60,2020,RINVOQ,RINVOQ,Active,https://d3npuic909260z.cloudfront.net/002/884/856/nrhg.mp4,,,covid
2884918,"Jeep TV Cuatro de Julio Evento de Ventas Commercial, 'Visión general' canción de Little Jesus [Spanish] [T2",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/884/918/nrQB.mp4,,,covid
2885134,"HomeLight Move Safe Certified TV Commercial, 'Can I Sell My Home Safely?'",30,2020,HomeLight,,Active,https://d3npuic909260z.cloudfront.net/002/885/134/nr0e.mp4,,,covid
2885413,"Comcast Business TV Commercial, 'Bounce Forward: Internet'",30,2020,Comcast Business,Comcast Business 100 Mbps Internet,Active,https://d3npuic909260z.cloudfront.net/002/885/413/nr9O.mp4,,,covid
2885947,"Olive Garden ToGo TV Commercial, 'All Your Favorites'",30,2020,Olive Garden,"Olive Garden Unlimited Soup, Salad, & Breadsticks, Olive Garden Fettuccine Alfredo, Olive Garden App",Active,https://d3npuic909260z.cloudfront.net/002/885/947/nMdF.mp4,,Kids,covid
2886025,"Dr. Brite Naturals Disinfecting Wipes TV Commercial, 'Routine Cleaning'",30,2020,Dr. Brite Naturals,Dr. Brite Naturals Restore Eucalyptus & Peppermint Disinfecting Wipes,Active,https://d3npuic909260z.cloudfront.net/002/886/025/nMIP.mp4,,,covid
2886026,"Enterprise TV Commercial, 'Peace of Mind'",30,2020,Enterprise,"Enterprise App, Enterprise Commute With Enterprise",Active,https://d3npuic909260z.cloudfront.net/002/886/026/nMIv.mp4,,Kids,covid
2886045,"Macy's Black Friday in July TV Commercial, 'Incredible Specials'",15,2020,Macy's,"Instant Pot Duo Nova, White Mountain Footwear Women's Newport Platform Sandals, White Mountain Footwear Women's Natasha Platform Sandals, Marc Fisher Footwear Fayme Platform Sandals",Active,https://d3npuic909260z.cloudfront.net/002/886/045/nMob.mp4,,,covid
2886109,"Comcast Business TV Commercial, 'Bounce Forward: $35'",30,2020,Comcast Business,Comcast Business Internet and Voice,Active,https://d3npuic909260z.cloudfront.net/002/886/109/nMZ2.mp4,,,covid
2886312,"Ashley HomeStore Grand Reopening TV Commercial, 'Mattresses: $499'",15,2020,Ashley HomeStore,,Active,https://d3npuic909260z.cloudfront.net/002/886/312/nMOl.mp4,,,covid
2886600,"GolfTEC $95 Sale TV Commercial, 'The New Normal'",30,2020,GolfTEC,,Informational,https://d3npuic909260z.cloudfront.net/002/886/600/nM5Y.mp4,,,covid
2886726,"PUMA Basketball TV Commercial, 'The Trevor Project: Educate Yourself' Feat. Kyle Kuzma, Chris Brickley",30,2020,PUMA,,Active,https://d3npuic909260z.cloudfront.net/002/886/726/nMfY.mp4,,,covid
2887189,"Coppershape Copper-Infused Compression Gloves TV Commercial, 'Barrier of Protection'",120,2020,Coppershape,Coppershape Copper-Infused Compression Gloves,Informational,https://d3npuic909260z.cloudfront.net/002/887/189/nMpG.mp4,Dogs,,covid
2887341,"Walmart TV Commercial, 'Back to School: Class/Room'",15,2020,Walmart,"Walmart Athletic Works Mesh Jogger Ombre Fade (Little Boys & Big Boys), Walmart Mainstays Kids Camping Bed in a Bag",Active,https://d3npuic909260z.cloudfront.net/002/887/341/nMym.mp4,,Kids,covid
2887348,"Southern New Hampshire University TV Commercial, 'Are You Ready for SNHU?'",30,2020,Southern New Hampshire University,,Active,https://d3npuic909260z.cloudfront.net/002/887/348/nMyP.mp4,,,covid
2887363,"Sport Clips TV Commercial, 'It's a New Season'",30,2020,Sport Clips,"Sport Clips MVP Experience, Sport Clips App",Active,https://d3npuic909260z.cloudfront.net/002/887/363/nMlZ.mp4,,,covid
2887391,"Indeed TV Commercial, 'Interview'",15,2020,Indeed,,Active,https://d3npuic909260z.cloudfront.net/002/887/391/nMlu.mp4,,,covid
2887536,"BET+ TV Commercial, 'Tyler Perry's Madea's Farewell Play'",15,2020,BET+,BET+,Active,https://d3npuic909260z.cloudfront.net/002/887/536/nMj0.mp4,,,covid
2887661,"Ashley HomeStore Grand Reopening Event TV Commercial, 'Up to 50 Percent Off or No Interest'",15,2020,Ashley HomeStore,,Active,https://d3npuic909260z.cloudfront.net/002/887/661/nMMc.mp4,,,covid
2887737,"NBA Cares TV Commercial, 'Practice Healthy Habits With The NBA Family' Ft. Enes Kanter, Damian Lillard & Victor Oladipo",30,2020,NBA Cares,,Informational,https://d3npuic909260z.cloudfront.net/002/887/737/nMNw.mp4,,Babies,covid
2888386,"Biz2Credit TV Commercial, 'Helping Business Owners With Financing'",30,2020,Biz2Credit,,Active,https://d3npuic909260z.cloudfront.net/002/888/386/nMxG.mp4,,,covid
1900329,"Latuda TV Commercial, 'Lauren's Story'",60,2018,Latuda,Latuda,Informational,https://d3npuic909260z.cloudfront.net/001/900/329/dze4.mp4,,,depression
1986050,"NUPLAZID TV Commercial, 'Seeing Things'",60,2018,NUPLAZID,NUPLAZID,Informational,https://d3npuic909260z.cloudfront.net/001/986/050/dvSu.mp4,Dogs,,depression
2077022,"VRAYLAR TV Commercial, 'Online Shopping'",60,2018,VRAYLAR,VRAYLAR,Informational,https://d3npuic909260z.cloudfront.net/002/077/022/I66u.mp4,,,depression
2098645,"REXULTI TV Commercial, 'Good Works Kitchen'",90,2019,REXULTI,REXULTI,Informational,https://d3npuic909260z.cloudfront.net/002/098/645/ISJ8.mp4,,,depression
2188167,"REXULTI TV Commercial, 'Something Had to Change'",90,2019,REXULTI,REXULTI,Informational,https://d3npuic909260z.cloudfront.net/002/188/167/IJ6m.mp4,Dogs,,depression
2276235,"TRINTELLIX TV Commercial, 'Dirty Laundry'",60,2018,TRINTELLIX,TRINTELLIX,Informational,https://d3npuic909260z.cloudfront.net/002/276/235/owRX.mp4,,,depression
2336367,"VRAYLAR TV Commercial, 'Too Much to Do'",60,2019,VRAYLAR,VRAYLAR,Active,https://d3npuic909260z.cloudfront.net/002/336/367/oTWt.mp4,,,depression
2337717,"REXULTI TV Commercial, 'Something Had to Change: $15 Refill'",90,2019,REXULTI,REXULTI,Informational,https://d3npuic909260z.cloudfront.net/002/337/717/oT9s.mp4,Dogs,,depression
2351986,"VRAYLAR TV Commercial, 'Unfinished Projects'",60,2019,VRAYLAR,VRAYLAR,Active,https://d3npuic909260z.cloudfront.net/002/351/986/oGzd.mp4,,,depression
2420819,"VRAYLAR TV Commercial, 'Elevator'",60,2019,VRAYLAR,VRAYLAR,Active,https://d3npuic909260z.cloudfront.net/002/420/819/o_PH.mp4,,,depression
2451944,"Latuda TV Commercial, 'Lauren's Story: My Mom Is Sad'",60,2019,Latuda,Latuda,Active,https://d3npuic909260z.cloudfront.net/002/451/944/oiaJ.mp4,,,depression
2463787,"VRAYLAR TV Commercial, 'Roller Coaster'",60,2019,VRAYLAR,VRAYLAR,Active,https://d3npuic909260z.cloudfront.net/002/463/787/ohJx.mp4,,,depression
2575037,"TRINTELLIX TV Commercial, 'Time for a Change'",60,2019,TRINTELLIX,TRINTELLIX,Informational,https://d3npuic909260z.cloudfront.net/002/575/037/Z5eu.mp4,,,depression
2663226,"REXULTI TV Commercial, 'I'm Fine'",60,2020,REXULTI,REXULTI,Active,https://d3npuic909260z.cloudfront.net/002/663/226/ZWVp.mp4,,,depression
2673930,"TRINTELLIX TV Commercial, 'Time for a Change: Vet'",60,2019,TRINTELLIX,TRINTELLIX,Informational,https://d3npuic909260z.cloudfront.net/002/673/930/ZFHT.mp4,,,depression
2737217,"REXULTI TV Commercial, 'These Days'",60,2020,REXULTI,REXULTI,Active,https://d3npuic909260z.cloudfront.net/002/737/217/ZvEc.mp4,,,depression
2767009,"VRAYLAR TV Commercial, 'Rough Waters'",60,2020,VRAYLAR,VRAYLAR,Active,https://d3npuic909260z.cloudfront.net/002/767/009/n7oe.mp4,,,depression
2775369,"Latuda TV Commercial, 'Lauren's Story: Here for You'",60,2020,Latuda,Latuda,Informational,https://d3npuic909260z.cloudfront.net/002/775/369/nw2l.mp4,,Kids,depression
2794738,"VRAYLAR TV Commercial, 'Carousel'",60,2020,VRAYLAR,VRAYLAR,Active,https://d3npuic909260z.cloudfront.net/002/794/738/nnIP.mp4,,Kids,depression
2844520,"REXULTI TV Commercial, 'I'm Fine: Savings Card'",60,2020,REXULTI,REXULTI,Active,https://d3npuic909260z.cloudfront.net/002/844/520/ngFd.mp4,,,depression
2844899,"REXULTI TV Commercial, 'These Days: Savings Card Benefits'",60,2020,REXULTI,REXULTI,Active,https://d3npuic909260z.cloudfront.net/002/844/899/ngeI.mp4,,,depression
2847221,"TRINTELLIX TV Commercial, 'Time for a Change: May Be Able to Help'",60,2020,TRINTELLIX,TRINTELLIX,Informational,https://d3npuic909260z.cloudfront.net/002/847/221/nSB9.mp4,,,depression
2869748,"Fanapt TV Commercial, 'Living With Schizophrenia'",60,2020,Fanapt,Fanapt,Active,https://d3npuic909260z.cloudfront.net/002/869/748/nlLC.mp4,,,depression
2870463,"Fanapt TV Commercial, 'How Are You?'",60,2020,Fanapt,Fanapt,Active,https://d3npuic909260z.cloudfront.net/002/870/463/nlO0.mp4,,,depression
1465228,"Viagra Single Packs TV Commercial, 'Basketball Fans'",30,2017,Viagra,Viagra Single Packs,Sexy,https://d3npuic909260z.cloudfront.net/001/465/228/AQZz.mp4,,,erectile-dysfunction
1477197,"Viagra Single Packs TV Commercial, 'Anniversary Night'",30,2017,Viagra,Viagra Single Packs,Active,https://d3npuic909260z.cloudfront.net/001/477/197/A0nN.mp4,,,erectile-dysfunction
1505886,"Viagra Single Packs TV Commercial, 'When He Needs It'",30,2017,Viagra,Viagra Single Packs,Sexy,https://d3npuic909260z.cloudfront.net/001/505/886/wkG4.mp4,,,erectile-dysfunction
1521393,"Viagra Single Packs TV Commercial, 'When They Need It: Travel'",30,2017,Viagra,Viagra Single Packs,Active,https://d3npuic909260z.cloudfront.net/001/521/393/wAfw.mp4,,,erectile-dysfunction
1735558,"Viagra TV Commercial, 'Year-Long Supply'",30,2018,Viagra,Viagra,Informational,https://d3npuic909260z.cloudfront.net/001/735/558/wv1M.mp4,,,erectile-dysfunction
1810742,"Marley Drug TV Commercial, 'Are You Taking Viagra?'",30,2018,Marley Drug,"Marley Drug Sildenafil 20mg, Viagra",Active,https://d3npuic909260z.cloudfront.net/001/810/742/dbOv.mp4,,,erectile-dysfunction
1824843,"BLUECHEW TV Commercial, 'This is Your Bedroom'",60,2018,BLUECHEW,BLUECHEW,Active,https://d3npuic909260z.cloudfront.net/001/824/843/d5aa.mp4,,,erectile-dysfunction
1845446,"Lakeview Pharmacy TV Commercial, 'Sildenafil'",60,2018,Lakeview Pharmacy,"Lakeview Pharmacy Sildenafil 20mg, Viagra",Active,https://d3npuic909260z.cloudfront.net/001/845/446/dg4i.mp4,,,erectile-dysfunction
2646696,"Steelmanpills TV Commercial, 'Forty Pill Special'",60,2020,Steelmanpills,Steelmanpills Generic Viagra,Informational,https://d3npuic909260z.cloudfront.net/002/646/696/ZNhY.mp4,,,erectile-dysfunction
2649688,"Steelmanpills 50 Pill Special TV Commercial, 'Generic Viagra'",30,2020,Steelmanpills,Steelmanpills Generic Viagra,Active,https://d3npuic909260z.cloudfront.net/002/649/688/ZzzM.mp4,,,erectile-dysfunction
2770064,"44 Blue Pills TV Commercial, '40 Pills: Same Results'",60,2020,44 Blue Pills,,Active,https://d3npuic909260z.cloudfront.net/002/770/064/n7P1.mp4,,,erectile-dysfunction
1967747,"Vascepa TV Commercial, 'Lowers High Triglycerides'",60,2018,Vascepa,Vascepa,Informational,https://d3npuic909260z.cloudfront.net/001/967/747/dQeA.mp4,,,heart
1981013,"Nuedexta TV Commercial, 'Misunderstood'",60,2018,Nuedexta,Nuedexta,Informational,https://d3npuic909260z.cloudfront.net/001/981/013/dPdW.mp4,,,heart
2055949,"ELIQUIS TV Commercial, 'Travel'",60,2019,ELIQUIS,ELIQUIS,Informational,https://d3npuic909260z.cloudfront.net/002/055/949/IqVd.mp4,,,heart
2098299,"Entresto TV Commercial, 'The Beat Goes On: George'",60,2019,Entresto,Entresto,Informational,https://d3npuic909260z.cloudfront.net/002/098/299/IS_T.mp4,,,heart
2117239,"Brilinta TV Commercial, 'Survivor' Featuring Bob Harper",60,2018,Brilinta,Brilinta,Active,https://d3npuic909260z.cloudfront.net/002/117/239/IypU.mp4,Dogs,,heart
2182203,"Xarelto TV Commercial, 'Selective: Cost'",75,2019,Xarelto,Xarelto,Informational,https://d3npuic909260z.cloudfront.net/002/182/203/IXmo.mp4,,,heart
2207623,"Repatha TV Commercial, 'Father of the Bride' Song by K.C. and Sunshine Band",60,2019,Repatha,Repatha,Informational,https://d3npuic909260z.cloudfront.net/002/207/623/I8OE.mp4,,,heart
2212059,"ELIQUIS TV Commercial, 'Around the Corner'",60,2018,ELIQUIS,"ELIQUIS, LOVENOX",Active,https://d3npuic909260z.cloudfront.net/002/212/059/IhTY.mp4,,,heart
2283655,"Entresto TV Commercial, 'The Beat Goes On: Jill'",60,2019,Entresto,Entresto,Informational,https://d3npuic909260z.cloudfront.net/002/283/655/oIgR.mp4,,,heart
2305131,"Xarelto TV Commercial, 'Not Today: Movie Theater'",75,2019,Xarelto,Xarelto,Active,https://d3npuic909260z.cloudfront.net/002/305/131/oOeS.mp4,,,heart
2341571,"Entresto TV Commercial, 'The Beat Goes On: Jill: List Price'",60,2019,Entresto,Entresto,Active,https://d3npuic909260z.cloudfront.net/002/341/571/oB4i.mp4,,,heart
2443362,"ELIQUIS TV Commercial, 'Around the Corner: Play'",60,2019,ELIQUIS,ELIQUIS,Active,https://d3npuic909260z.cloudfront.net/002/443/362/oaur.mp4,,,heart
2503409,"Novartis TV Commercial, 'Differences Not Disabilities: Moving Past Psoriasis'",149,2019,Novartis,,Emotional,https://d3npuic909260z.cloudfront.net/002/503/409/ZVxW.mp4,,,heart
2540033,"Entresto TV Commercial, 'What Does Help for Heart Failure Look Like?'",30,2019,Entresto,Entresto,Active,https://d3npuic909260z.cloudfront.net/002/540/033/Zo49.mp4,,,heart
2548197,"Xarelto TV Commercial, 'Not Today: Factory'",75,2019,Xarelto,Xarelto,Informational,https://d3npuic909260z.cloudfront.net/002/548/197/ZtkN.mp4,,,heart
2573676,"Xarelto TV Commercial, 'Not Today'",90,2019,Xarelto,Xarelto,Active,https://d3npuic909260z.cloudfront.net/002/573/676/Z5DV.mp4,,,heart
2575491,"ELIQUIS TV Commercial, 'Around the Corner: Food Truck'",60,2019,ELIQUIS,ELIQUIS,Active,https://d3npuic909260z.cloudfront.net/002/575/491/Z5cm.mp4,,,heart
2626121,"Novartis TV Commercial, 'Project Runway: Sense of Style' Featuring Cyndi Lauper",30,2020,Novartis,,Active,https://d3npuic909260z.cloudfront.net/002/626/121/ZRWy.mp4,,,heart
2675880,"Entresto TV Commercial, 'The Beat Goes On: Airport'",60,2020,Entresto,Entresto,Active,https://d3npuic909260z.cloudfront.net/002/675/880/ZHt5.mp4,Butterflies,Kids,heart
2677282,"Entresto TV Commercial, 'The Beat Goes On: Butterflies'",30,2020,Entresto,Entresto,Active,https://d3npuic909260z.cloudfront.net/002/677/282/ZHMM.mp4,Butterflies,Kids,heart
2749287,"Vascepa TV Commercial, 'Managing Lipids'",60,2019,Vascepa,Vascepa,Informational,https://d3npuic909260z.cloudfront.net/002/749/287/Z9Fl.mp4,,,heart
2770945,"Entresto TV Commercial, 'The Beat Goes On: Healthier Heart'",60,2020,Entresto,Entresto,Active,https://d3npuic909260z.cloudfront.net/002/770/945/nAo2.mp4,Dogs,,heart
2843226,"Novartis TV Commercial, 'Finding New Ways Forward'",30,2020,Novartis,,Active,https://d3npuic909260z.cloudfront.net/002/843/226/ngBN.mp4,,,heart
2849340,"ELIQUIS TV Commercial, 'What's Next: Flower'",60,2020,ELIQUIS,ELIQUIS,Informational,https://d3npuic909260z.cloudfront.net/002/849/340/nScs.mp4,,,heart
1048908,BOTOX TV Commercial 'Odds',60,2013,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Informational,https://d3npuic909260z.cloudfront.net/001/048/908/7t1T.mp4,,,migraine
1307988,"BOTOX TV Commercial, 'Chronic Migraines'",60,2014,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Active,https://d3npuic909260z.cloudfront.net/001/307/988/AqMX.mp4,Dogs,,migraine
1673456,"BOTOX TV Commercial, 'Refuse to Lie Down'",60,2016,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Informational,https://d3npuic909260z.cloudfront.net/001/673/456/wFsi.mp4,,,migraine
1731793,"BOTOX TV Commercial, 'Stand Up'",60,2018,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Informational,https://d3npuic909260z.cloudfront.net/001/731/793/wPfe.mp4,,,migraine
1912651,"BOTOX TV Commercial, 'Stand Up: Pay Nothing'",60,2018,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Active,https://d3npuic909260z.cloudfront.net/001/912/651/dEcM.mp4,,,migraine
1953973,"Aimovig TV Commercial, 'Food Truck'",30,2018,Aimovig,Aimovig,Active,https://d3npuic909260z.cloudfront.net/001/953/973/dm6D.mp4,,,migraine
2001526,"Aimovig TV Commercial, 'Daddy Diaper Duty'",30,2018,Aimovig,Aimovig,Active,https://d3npuic909260z.cloudfront.net/002/001/526/IV52.mp4,,,migraine
2077886,"Cove TV Commercial, 'Better Days'",15,2019,Cove,,Active,https://d3npuic909260z.cloudfront.net/002/077/886/I6rf.mp4,Dogs,,migraine
2097803,"Emgality TV Commercial, 'Pirates'",60,2019,Emgality,Emgality,Informational,https://d3npuic909260z.cloudfront.net/002/097/803/ISMy.mp4,,,migraine
2185261,"BOTOX TV Commercial, 'Stand Up: Mobile Migraine Tracker'",60,2019,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Active,https://d3npuic909260z.cloudfront.net/002/185/261/IxNF.mp4,,,migraine
2187499,"BOTOX TV Commercial, 'Stand Up: Savings Program'",60,2019,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Active,https://d3npuic909260z.cloudfront.net/002/187/499/IJoO.mp4,,,migraine
2196638,"Aimovig TV Commercial, 'I Am Here'",60,2018,Aimovig,Aimovig,Informational,https://d3npuic909260z.cloudfront.net/002/196/638/IeD1.mp4,,,migraine
2207700,"Cove TV Commercial, 'Better Days: Free Month'",30,2019,Cove,Cove Subscription,Active,https://d3npuic909260z.cloudfront.net/002/207/700/I8qQ.mp4,Dogs,,migraine
2214688,"Cove TV Commercial, 'An Actual Solution'",30,2019,Cove,Cove Subscription,Active,https://d3npuic909260z.cloudfront.net/002/214/688/Ih9e.mp4,,,migraine
2355653,"Emgality TV Commercial, 'Garden Party'",45,2019,Emgality,Emgality,Informational,https://d3npuic909260z.cloudfront.net/002/355/653/oKjf.mp4,,,migraine
2421250,"Emgality TV Commercial, 'Movie Adventure'",45,2019,Emgality,Emgality,Active,https://d3npuic909260z.cloudfront.net/002/421/250/oFLM.mp4,,,migraine
2451923,"BOTOX TV Commercial, 'Strong: As Little as $0'",60,2019,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Active,https://d3npuic909260z.cloudfront.net/002/451/923/oiaK.mp4,,,migraine
2465628,"Emgality TV Commercial, 'Garden Party: $0'",45,2019,Emgality,Emgality,Active,https://d3npuic909260z.cloudfront.net/002/465/628/oQO4.mp4,,,migraine
2625813,"BOTOX TV Commercial, 'Strong'",60,2020,BOTOX (Migraine),BOTOX (Migraine) Chronic Migraine,Active,https://d3npuic909260z.cloudfront.net/002/625/813/ZRNN.mp4,,Kids,migraine
2751851,"Nurtec TV Commercial, 'Hustle'",30,2020,Nurtec,Nurtec Nurtec ODT,Active,https://d3npuic909260z.cloudfront.net/002/751/851/nVTn.mp4,,Kids,migraine
2793636,"UBRELVY TV Commercial, 'Anytime, Anywhere'",45,2020,UBRELVY,UBRELVY,Informational,https://d3npuic909260z.cloudfront.net/002/793/636/nZQp.mp4,,,migraine
2823395,"UBRELVY TV Commercial, 'Anytime, Anywhere: Endless Orders'",45,2020,UBRELVY,UBRELVY,Active,https://d3npuic909260z.cloudfront.net/002/823/395/n5Bi.mp4,,,migraine
2841377,"Emgality TV Commercial, 'Fantasy Adventure'",45,2020,Emgality,Emgality,Active,https://d3npuic909260z.cloudfront.net/002/841/377/nBcq.mp4,"Dogs, Dragons",Kids,migraine
2855545,"Nurtec TV Commercial, 'Exercise Class'",30,2020,Nurtec,Nurtec Nurtec ODT,Active,https://d3npuic909260z.cloudfront.net/002/855/545/nKyd.mp4,,,migraine
2870463,"Fanapt TV Commercial, 'How Are You?'",60,2020,Fanapt,Fanapt,Active,https://d3npuic909260z.cloudfront.net/002/870/463/nlO0.mp4,,,pharm
2871851,"MagicEar TV Commercial, 'Super Hearing: Face Masks'",120,2020,MagicEar,BulbHead MagicEar,Active,https://d3npuic909260z.cloudfront.net/002/871/851/nlCv.mp4,,,pharm
2871894,"Tiger Balm Active TV Commercial, 'Muscle Spray' Featuring Sasha Diguilian",30,2020,Tiger Balm,"Tiger Balm Active Muscle Spray, Tiger Balm Ultra Strength, Tiger Balm Pain Relieving Patch, Tiger Balm Active Muscle Rub, Tiger Balm Active Muscle Gel",Active,https://d3npuic909260z.cloudfront.net/002/871/894/nlNs.mp4,,,pharm
2873438,"Consult Health Persistence Hand Sanitizer TV Commercial, 'Prevention of Infection'",120,2020,Consult Health,"Consult Health Persistence Anti-Bacterial Anti-Microbial Hand Sanitizer Foam, Consult Health Persistence Anti-Bacterial Anti-Microbial Hand Sanitizer Spray",Active,https://d3npuic909260z.cloudfront.net/002/873/438/nlUI.mp4,,,pharm
2873809,"Electroman Face Mask TV Commercial, 'Coming Back Stronger'",120,2020,Electroman Face Mask,"Electroman Face Mask Face Mask, Handvana Hydroclean Hand Sanitizer",Active,https://d3npuic909260z.cloudfront.net/002/873/809/nR7k.mp4,,,pharm
2875666,"GlaxoSmithKline TV Commercial, 'Meningitis B'",30,2020,GlaxoSmithKline,,Active,https://d3npuic909260z.cloudfront.net/002/875/666/nRrR.mp4,,,pharm
2875725,"Prolia TV Commercial, 'Make or Break Moments: Baseball & Flea Market'",60,2020,Prolia,Prolia Premenopausal Osteoporosis Injection,Active,https://d3npuic909260z.cloudfront.net/002/875/725/nRMp.mp4,,,pharm
2875741,"Stelara (Crohn's Disease) TV Commercial, 'Enough: May Be Able to Help'",45,2020,Stelara (Crohn's Disease),Stelara (Crohn's Disease) Stelara,Informational,https://d3npuic909260z.cloudfront.net/002/875/741/nRMF.mp4,,,pharm
2875762,"ENTYVIO TV Commercial, 'When Your Symptoms Say: Not Today'",60,2020,ENTYVIO,ENTYVIO,Informational,https://d3npuic909260z.cloudfront.net/002/875/762/nRCk.mp4,,,pharm
2875781,"Dragon TV Commercial, 'Goles'",15,2020,,,,https://d3npuic909260z.cloudfront.net/002/875/781/nRCf.mp4,,,pharm
2875803,"Otezla TV Commercial, 'Little Things, Big Moment'",45,2020,Otezla (Psoriasis),Otezla (Psoriasis) Otezla,Active,https://d3npuic909260z.cloudfront.net/002/875/803/nRC_.mp4,,,pharm
2877036,"Lemonaid Health TV Commercial, 'When Life Gives You Lemons'",30,2020,Lemonaid Health,,Active,https://d3npuic909260z.cloudfront.net/002/877/036/nR3b.mp4,,,pharm
2877625,"Dragon TV Commercial, 'Avioncitos'",15,2020,,,,https://d3npuic909260z.cloudfront.net/002/877/625/njkz.mp4,,,pharm
2878353,"Dexcom G6 TV Commercial, 'Lala: Pad Thai'",15,2020,Dexcom,"Dexcom G6, Dexcom App",Informational,https://d3npuic909260z.cloudfront.net/002/878/353/njOo.mp4,,,pharm
2879257,"JC’s Recovery House TV Commercial, 'Toxic Waste Dump'",60,2020,JC’s Recovery House,,Active,https://d3npuic909260z.cloudfront.net/002/879/257/njpR.mp4,,,pharm
2879259,"Lemonaid Health TV Commercial, 'Step by Step'",30,2020,Lemonaid Health,,Informational,https://d3npuic909260z.cloudfront.net/002/879/259/njpr.mp4,,,pharm
2880565,"Harrelson’s Own CBD TV Commercial, 'Meet Mike'",120,2020,Harrelson’s Own,Harrelson’s Own Harrelson's Own CBD,Active,https://d3npuic909260z.cloudfront.net/002/880/565/nja2.mp4,,,pharm
2882530,"Jardiance TV Commercial, 'On It: Rocket: $0 Copay’",60,2020,Jardiance,Jardiance,Active,https://d3npuic909260z.cloudfront.net/002/882/530/nr2D.mp4,,,pharm
