id,title,runtime,year,advertiser,products,mood,video_url,animals,characters,category
2866117,"Golf Galaxy TV Commercial, 'Contactless Club Fitting: Putter'",30,2020,Golf Galaxy,Odyssey Golf Triple Track 2-Ball Putter,Active,https://d3npuic909260z.cloudfront.net/002/866/117/nydP.mp4,,,covid
2866166,"Jack in the Box Southwest Cheddar Cheeseburger TV Commercial, 'Menutaur: It's Beautiful'",15,2020,Jack in the Box,"Coca-Cola, Jack in the Box Southwest Cheddar Cheeseburger Combo",Funny,https://d3npuic909260z.cloudfront.net/002/866/166/nyIH.mp4,,Jack Box,covid
2866341,"Mission Cooling TV Commercial, 'Buy Three, Get One Free'",120,2020,Mission Cooling,"Mission Cooling Cooling Visor, Mission Cooling Cooling Bucket Hat, Mission Cooling Cooling Performance Hat, Mission Cooling Cooling Gaiter/Face Cover",Active,https://d3npuic909260z.cloudfront.net/002/866/341/nynl.mp4,,,covid
2866416,"The Fight Is In Us TV Commercial, 'Your Plasma Can Help Us All Fight Back' Featuring Dwayne Johnson",30,2020,The Fight Is In Us,,Emotional,https://d3npuic909260z.cloudfront.net/002/866/416/nyt_.mp4,,,covid
2866492,"Jack in the Box Southwest Cheddar Cheeseburger TV Commercial, 'Menutar: $4.99'",15,2020,Jack in the Box,"Coca-Cola, Jack in the Box Southwest Cheddar Cheeseburger Combo",Funny,https://d3npuic909260z.cloudfront.net/002/866/492/nyO3.mp4,,Jack Box,covid
2866911,"Qatar Airways TV Commercial, 'Travel Safely With the Airline You Can Rely On'",30,2020,Qatar Airways,,Active,https://d3npuic909260z.cloudfront.net/002/866/911/nyfr.mp4,,Kids,covid
2866971,"Timeshare Compliance TV Commercial, 'Unprecedented Economic Turmoil'",60,2020,Timeshare Compliance,,Informational,https://d3npuic909260z.cloudfront.net/002/866/971/nyTl.mp4,,,covid
2867234,"Hooters TV Commercial, 'Baby Come Back: Now Safely Reopen'",30,2020,Hooters,,Active,https://d3npuic909260z.cloudfront.net/002/867/234/nyGW.mp4,,,covid
2867468,"Viacom International Studios TV Commercial, 'Historias de balcón: USA, UK y China'",60,2020,,,,https://d3npuic909260z.cloudfront.net/002/867/468/nyyg.mp4,,,covid
2867500,"Viacom International Studios TV Commercial, 'Historias de balcón: robots'",60,2020,,,,https://d3npuic909260z.cloudfront.net/002/867/500/nyy3.mp4,,,covid
2867511,"Viacom International Studios TV Commercial, 'Historias de balcón: ejercitar'",60,2020,,,,https://d3npuic909260z.cloudfront.net/002/867/511/nylY.mp4,,,covid
2867534,"Viacom International Studios TV Commercial, 'Historias de balcón: corte de pelo'",60,2020,,,,https://d3npuic909260z.cloudfront.net/002/867/534/nylK.mp4,,,covid
2867554,"Viacom International Studios TV Commercial, 'Historias de balcón: cuarentena creativa'",60,2020,,,,https://d3npuic909260z.cloudfront.net/002/867/554/nylx.mp4,,,covid
2867569,"Viacom International Studios TV Commercial, 'Historias de balcón: trabajadores esenciales'",60,2020,,,,https://d3npuic909260z.cloudfront.net/002/867/569/nylU.mp4,,,covid
2868137,"Volunteers of America TV Commercial, 'Essential'",30,2020,Volunteers of America,,Active,https://d3npuic909260z.cloudfront.net/002/868/137/nys9.mp4,,,covid
2868500,"United Breast Cancer Foundation TV Commercial, 'Dona tu auto y salva una vida'",60,2020,,,,https://d3npuic909260z.cloudfront.net/002/868/500/nyXJ.mp4,,,covid
2868607,"Flawless Brows TV Commercial, 'Flawless Brows at Home'",30,2020,Finishing Touch,Finishing Touch Flawless Brows,Active,https://d3npuic909260z.cloudfront.net/002/868/607/nyJD.mp4,,,covid
2868647,"Jack in the Box Southwest Cheddar Cheeseburger Combo TV Commercial, 'Menutauro'",15,2020,,,,https://d3npuic909260z.cloudfront.net/002/868/647/nyaA.mp4,,,covid
2868658,"Dunkin' TV Commercial, 'Keep Running with Dunkin’' Song by Powfu",30,2020,Dunkin',"Dunkin' App, Dunkin' Coffee, Dunkin' Iced Latte",Active,https://d3npuic909260z.cloudfront.net/002/868/658/nya2.mp4,,Kids,covid
2868688,"Muscular Dystrophy Association TV Commercial, 'COVID Emergency'",60,2020,Muscular Dystrophy Association,,Informational,https://d3npuic909260z.cloudfront.net/002/868/688/nyax.mp4,,Kids,covid
2868692,"Jack in the Box Southwest Cheddar Cheeseburger Combo TV Commercial, 'Menutauro: lo máximo'",15,2020,,,,https://d3npuic909260z.cloudfront.net/002/868/692/nyai.mp4,,,covid
2868695,"Ashley HomeStore Venta de Stars and Stripes TV Commercial, 'Cero interés'",15,2020,,,,https://d3npuic909260z.cloudfront.net/002/868/695/nyah.mp4,,,covid
2868729,"The Fight Is In Us TV Commercial, 'Donate Plasma, Save Lives' Featuring Samuel L. Jackson, Ken Jeong",30,2020,The Fight Is In Us,,Active,https://d3npuic909260z.cloudfront.net/002/868/729/nyeS.mp4,,,covid
2868954,"Best of America by Horseback TV Commercial, 'Recommended Riding Getaways'",30,2020,Best of America by Horseback,,Active,https://d3npuic909260z.cloudfront.net/002/868/954/ny84.mp4,,,covid
2869072,"EY Global TV Commercial, '2020 EY World Entrepreneur of the Year'",30,2020,EY Global,,Active,https://d3npuic909260z.cloudfront.net/002/869/072/nyQ8.mp4,,,covid
2869139,"Jack in the Box Southwest Cheddar Cheeseburger Combo TV Commercial, 'Menutaur: The Best: $4.99'",15,2020,Jack in the Box,"Jack in the Box Southwest Cheddar Cheeseburger Combo, Coca-Cola",Active,https://d3npuic909260z.cloudfront.net/002/869/139/ny3c.mp4,,"Jack Box, Menutaur",covid
2869159,"Google TV Commercial, 'Helping Small Businesses Adapt' Song by Nappy Brown",60,2020,Google,,Active,https://d3npuic909260z.cloudfront.net/002/869/159/nycO.mp4,,Kids,covid
2869430,"Macy's One Day Sale TV Commercial, 'Jewelry and Home Updates'",15,2020,Macy's,,Active,https://d3npuic909260z.cloudfront.net/002/869/430/ny4j.mp4,,,covid
2869686,"Biden for President TV Commercial, 'It's About Us'",60,2020,Biden for President,,Emotional,https://d3npuic909260z.cloudfront.net/002/869/686/nlkN.mp4,,Kids,covid
2869707,"Boehringer Ingelheim TV Commercial, 'The Cattle Industry'",30,2020,Boehringer Ingelheim,,Active,https://d3npuic909260z.cloudfront.net/002/869/707/nlk0.mp4,Cows,Kids,covid
2870144,"Utah Office of Tourism TV Commercial, 'Here, We Heal'",30,2020,Utah Office of Tourism,,Active,https://d3npuic909260z.cloudfront.net/002/870/144/nlIh.mp4,"Dogs, Horses",,covid
2870391,"Mattress Firm Rest Assured Promise TV Commercial, 'Checks All the Sleep Boxes'",30,2020,Mattress Firm,Mattress Firm Head Up 50 Adjustable Base,Active,https://d3npuic909260z.cloudfront.net/002/870/391/nlta.mp4,,,covid
2870400,"PGA TOUR Superstore TV Commercial, 'Playing Through'",30,2020,PGA TOUR Superstore,,Active,https://d3npuic909260z.cloudfront.net/002/870/400/nlt0.mp4,,Kids,covid
2870422,"Protect Direct TV Commercial, 'Face Masks'",120,2020,Protect Direct,Bell + Howell Non-Medical Face Masks,Active,https://d3npuic909260z.cloudfront.net/002/870/422/nlO2.mp4,,,covid
2870453,"Macy's Venta de un Día TV Commercial, 'No necesitas un cupón'",15,2020,,,,https://d3npuic909260z.cloudfront.net/002/870/453/nlOJ.mp4,,,covid
2870564,"AutoNation TV Commercial, 'Go Time: Zero Percent Financing'",30,2020,AutoNation,Ford Explorer,Active,https://d3npuic909260z.cloudfront.net/002/870/564/nlbj.mp4,,,covid
2871258,"Casper 4th of July Sale TV Commercial, 'The Coolest Mattress'",30,2020,Casper,Casper The Wave,Active,https://d3npuic909260z.cloudfront.net/002/871/258/nlKr.mp4,,,covid
2871463,"Chuck Brown Foundation TV Commercial, 'Grinding Halt'",30,2020,Chuck Brown Foundation,Cash App App,Emotional,https://d3npuic909260z.cloudfront.net/002/871/463/nlye.mp4,,,covid
2871824,"Fisher Space Pen Co. TV Commercial, 'Antimicrobial Space Pens Sales Support Feeding America'",30,2020,Fisher Space Pen Co.,"Fisher Space Pen Co. Chrome Bullet Space Pen with American Flag, Fisher Space Pen Co. Raw Brass Bullet Space Pen",Active,https://d3npuic909260z.cloudfront.net/002/871/824/nlCj.mp4,,,covid
2871851,"MagicEar TV Commercial, 'Super Hearing: Face Masks'",120,2020,MagicEar,BulbHead MagicEar,Active,https://d3npuic909260z.cloudfront.net/002/871/851/nlCv.mp4,,,covid
2871879,"Chipotle Mexican Grill App TV Commercial, 'Ready for You'",15,2020,Chipotle Mexican Grill,Chipotle Mexican Grill App,Active,https://d3npuic909260z.cloudfront.net/002/871/879/nlNS.mp4,,,covid
2871883,"Chipotle Mexican Grill Digital Kitchen TV Commercial, 'Appetizing'",15,2020,Chipotle Mexican Grill,Chipotle Mexican Grill App,Active,https://d3npuic909260z.cloudfront.net/002/871/883/nlND.mp4,,,covid
2872040,"Pharmaceutical Research and Manufacturers of America TV Commercial, 'In Common'",30,2020,Pharmaceutical Research and Manufacturers of America (PhRMA),,Informational,https://d3npuic909260z.cloudfront.net/002/872/040/nluv.mp4,,,covid
2872056,"Chick-fil-A TV Commercial, 'Las pequeñas cosas: comunidad'",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/872/056/nlst.mp4,,,covid
2872137,"PJJR Ranch TV Commercial, 'Trying Times'",60,2020,PJJR Ranch,,Active,https://d3npuic909260z.cloudfront.net/002/872/137/nlEl.mp4,,,covid
2872307,"Face Masks Now TV Commercial, 'Looking for Face Masks'",60,2020,Face Masks Now,"Face Masks Now 3-Ply ""Masks for Good"" Face Mask, Face Masks Now 2-Ply Youth Face Mask",Active,https://d3npuic909260z.cloudfront.net/002/872/307/nlFn.mp4,,,covid
2872372,"Rocket Mortgage TV Commercial, 'Rocket Can: Together'",30,2020,Rocket Mortgage,"Quicken Loans Rocket Mortgage, Quicken Loans Rocket Mortgage App",Active,https://d3npuic909260z.cloudfront.net/002/872/372/nlHO.mp4,,Kids,covid
2872469,"Hewlett Packard Enterprise Virtual Experience TV Commercial, 'Here to Help'",60,2020,Hewlett Packard Enterprise,,Active,https://d3npuic909260z.cloudfront.net/002/872/469/nlXJ.mp4,,,covid
2872684,"Travelers Championship TV Commercial, 'Unforgettable Moments'",60,2020,Travelers,,Active,https://d3npuic909260z.cloudfront.net/002/872/684/nleZ.mp4,,,covid
2872825,"Chevrolet TV Commercial, 'Chevy Cares: Open Road' [T2]",30,2020,Chevrolet,"2020 Chevrolet Trax, Chevrolet Equinox, Chevrolet Traverse, Chevrolet Blazer, Chevrolet Trailblazer",Active,https://d3npuic909260z.cloudfront.net/002/872/825/nlmG.mp4,,,covid
2872999,"Be Safe Outdoors TV Commercial, 'Keep Our Safe Places Safe'",30,2020,Ad Council,,Active,https://d3npuic909260z.cloudfront.net/002/872/999/nlQZ.mp4,Dogs,Kids,covid
2873289,"Benaroya Research Institute TV Commercial, 'Reasons' Song by Bensound",15,2020,Benaroya Research Institute,,Active,https://d3npuic909260z.cloudfront.net/002/873/289/nlPa.mp4,,,covid
2873438,"Consult Health Persistence Hand Sanitizer TV Commercial, 'Prevention of Infection'",120,2020,Consult Health,"Consult Health Persistence Anti-Bacterial Anti-Microbial Hand Sanitizer Foam, Consult Health Persistence Anti-Bacterial Anti-Microbial Hand Sanitizer Spray",Active,https://d3npuic909260z.cloudfront.net/002/873/438/nlUI.mp4,,,covid
2873453,"IDEA Public Schools TV Commercial, 'Lo hicimos'",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/873/453/nlUg.mp4,,,covid
2873485,"Sandals Resorts in Saint Lucia TV Commercial, 'Play Around' Song by Bob Marley",30,2020,Sandals Resorts,,Active,https://d3npuic909260z.cloudfront.net/002/873/485/nlU3.mp4,,,covid
2873522,"The Hispanic Star TV Commercial, 'Estamos Unidos'",45,2020,The Hispanic Star,,Informational,https://d3npuic909260z.cloudfront.net/002/873/522/nl9y.mp4,,Kids,covid
2874113,"Edelman Financial TV Commercial, 'Prepare Ourselves: Free Retirement Review'",15,2020,Edelman Financial,,Active,https://d3npuic909260z.cloudfront.net/002/874/113/nRIh.mp4,,,covid
2874319,"Domino's TV Commercial, 'Carside Delivery'",30,2020,Domino's,"Domino's App, Domino's Three-Topping Pizza",Funny,https://d3npuic909260z.cloudfront.net/002/874/319/nRtd.mp4,,,covid
2874421,"Macy's TV Commercial, 'Contact-Free Curbside Pickup'",15,2020,Macy's,,Informational,https://d3npuic909260z.cloudfront.net/002/874/421/nROx.mp4,,,covid
2874530,"Papa John's Shaq-a-Roni TV Commercial, 'Pizza Time' Featuring Shaquille O'Neal, Song by Nappy Roots",60,2020,Papa John's,Papa John's Shaq-a-Roni,Active,https://d3npuic909260z.cloudfront.net/002/874/530/nRby.mp4,,Kids,covid
2874649,"Tractor Supply Co. TV Commercial, '4th of July: Show Our Spirit'",30,2020,Tractor Supply Co.,,Active,https://d3npuic909260z.cloudfront.net/002/874/649/nR1B.mp4,,,covid
2874767,"Cisco TV Commercial, 'In This Together'",20,2020,Cisco,,Emotional,https://d3npuic909260z.cloudfront.net/002/874/767/nR6q.mp4,,Kids,covid
2874829,"Clorox TV Commercial, 'Behind Healthcare' Song by Vitamin String Quartet",30,2020,Clorox,Clorox Bleach Regular,Active,https://d3npuic909260z.cloudfront.net/002/874/829/nRfO.mp4,,,covid
2874853,"Capella University FlexPath TV Commercial, 'Control'",30,2020,Capella University,,Active,https://d3npuic909260z.cloudfront.net/002/874/853/nRfz.mp4,,,covid
2874908,"Effectv TV Commercial, 'Live Sports: Get Ready'",30,2020,Effectv,,Active,https://d3npuic909260z.cloudfront.net/002/874/908/nRTy.mp4,,,covid
2875193,"Jeep TV Commercial, 'Visión general' canción de Little Jesus [Spanish] [T2",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/875/193/nRG9.mp4,,,covid
2875239,"Sono Bello TV Commercial, 'Changes: $250 Off'",60,2020,Sono Bello,,Active,https://d3npuic909260z.cloudfront.net/002/875/239/nRKX.mp4,,,covid
2875279,"American Express TV Commercial, 'Small Is'",30,2020,American Express,,Active,https://d3npuic909260z.cloudfront.net/002/875/279/nRpB.mp4,,,covid
2875294,"PetSmart TV Commercial, 'Hot Dog'",15,2020,PetSmart,,Funny,https://d3npuic909260z.cloudfront.net/002/875/294/nRpz.mp4,Dogs,,covid
2875350,"Cadillac TV Commercial, 'Summer's Here: Cadillac Clean' Song by DJ Shadow, Run the Jewels [T2]",30,2020,Cadillac,"2020 Cadillac XT4 Premium Luxury, Cadillac Escalade, Cadillac XT5, 2020 Cadillac XT6",Active,https://d3npuic909260z.cloudfront.net/002/875/350/nRDl.mp4,,,covid
2875481,"Miller High Life TV Commercial, 'Andouille Master'",15,2020,Miller High Life,Miller High Life,Active,https://d3npuic909260z.cloudfront.net/002/875/481/nRlC.mp4,,,covid
2875705,"Leesa TV Commercial, 'One Good Bed Promise'",30,2020,Leesa,,Active,https://d3npuic909260z.cloudfront.net/002/875/705/nRMd.mp4,,,covid
2875737,"Pandora TV Commercial, 'Thank You' Song by Production Music",30,2020,Pandora,,Active,https://d3npuic909260z.cloudfront.net/002/875/737/nRMs.mp4,,Kids,covid
2875741,"Stelara (Crohn's Disease) TV Commercial, 'Enough: May Be Able to Help'",45,2020,Stelara (Crohn's Disease),Stelara (Crohn's Disease) Stelara,Informational,https://d3npuic909260z.cloudfront.net/002/875/741/nRMF.mp4,,,covid
2875762,"ENTYVIO TV Commercial, 'When Your Symptoms Say: Not Today'",60,2020,ENTYVIO,ENTYVIO,Informational,https://d3npuic909260z.cloudfront.net/002/875/762/nRCk.mp4,,,covid
2875778,"Ashley HomeStore Stars and Stripes Sale TV Commercial, 'Zero Percent Financing or 25 Percent Off'",15,2020,Ashley HomeStore,,Active,https://d3npuic909260z.cloudfront.net/002/875/778/nRC1.mp4,,,covid
2875797,"Walgreens TV Commercial, 'Un verano seguro'",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/875/797/nRCN.mp4,,,covid
2875810,"Prudential TV Commercial, 'Better Days'",30,2020,Prudential,Prudential Life Insurance,Active,https://d3npuic909260z.cloudfront.net/002/875/810/nRCe.mp4,,,covid
2875825,"Walgreens TV Commercial, 'Wouldn't It Be Nice?'",30,2020,Walgreens,"Zyrtec, Garnier (Hair Care) Nutrisse Nourishing Color Creme, Walgreens Sun Sport Lotion SPF70, Walgreens Pregnancy Test, Walgreens Nice! Original Chocolate Chip Cookies, Walgreens Smart-Flex Adhesive Bandages",Active,https://d3npuic909260z.cloudfront.net/002/875/825/nRNk.mp4,,Kids,covid
2875851,"AutoNation Ford July 4th Event TV Commercial, 'Freedom From Interest'",30,2020,AutoNation,2019 Ford F-150 XLT Crew Cab,Active,https://d3npuic909260z.cloudfront.net/002/875/851/nRNp.mp4,,,covid
2875937,"XFINITY Stores TV Commercial, 'Re-Opening: Healthy Practices in Place'",30,2020,Comcast/XFINITY,"Comcast/XFINITY X1 Voice Remote, Comcast/XFINITY xFi Advanced Gateway",Active,https://d3npuic909260z.cloudfront.net/002/875/937/nRzi.mp4,,,covid
2876197,"Sandals Resorts TV Commercial, 'Don't Worry About a Thing' Song by Bob Marley",30,2020,Sandals Resorts,,Active,https://d3npuic909260z.cloudfront.net/002/876/197/nRWP.mp4,,,covid
2876238,"SKECHERS Work Footwear TV Commercial, 'Essential Workers'",15,2020,SKECHERS,SKECHERS Work Relaxed Fit Dighton Bricelyn SR,Active,https://d3npuic909260z.cloudfront.net/002/876/238/nR_N.mp4,,,covid
2876449,"No Kid Hungry TV Commercial, 'Free Meals for Kids'",30,2020,No Kid Hungry,,Active,https://d3npuic909260z.cloudfront.net/002/876/449/nRXP.mp4,,Kids,covid
2876675,"Tractor Supply Co. TV Commercial, 'A New Day: Summer'",30,2020,Tractor Supply Co.,,Active,https://d3npuic909260z.cloudfront.net/002/876/675/nRej.mp4,Dogs,Kids,covid
2876849,"XFINITY Stores TV Commercial, 'Re-Opening: Associate Answers Your Questions'",30,2020,Comcast/XFINITY,"Comcast/XFINITY XFINITY Internet, Comcast/XFINITY X1 Voice Remote, Comcast/XFINITY xFi Advanced Gateway, Comcast/XFINITY xFi Pods",Active,https://d3npuic909260z.cloudfront.net/002/876/849/nR81.mp4,,Kids,covid
2876998,"International Fellowship Of Christians and Jews TV Commercial, 'Stand With His People During COVID-19'",120,2020,International Fellowship Of Christians and Jews,,Emotional,https://d3npuic909260z.cloudfront.net/002/876/998/nRQE.mp4,,,covid
2877054,"Unite in Gratitude TV Commercial, 'Salute'",30,2020,Unite in Gratitude,,Active,https://d3npuic909260z.cloudfront.net/002/877/054/nR3r.mp4,,,covid
2877064,"Children International TV Commercial, 'What If'",60,2020,Children International,,Emotional,https://d3npuic909260z.cloudfront.net/002/877/064/nR3F.mp4,,Kids,covid
2877070,"Rose Bowl Legacy Foundation TV Commercial, 'America's Stadium Needs America'",60,2020,Rose Bowl Legacy Foundation,,Active,https://d3npuic909260z.cloudfront.net/002/877/070/nR3e.mp4,,,covid
2877089,"Dr. Brite Purify Disinfecting Spray TV Commercial, 'Mobile Device'",30,2020,Dr. Brite Naturals,"Dr. Brite Naturals Purify Eucalyptus & Peppermint Disinfecting Spray, Dr. Brite Naturals Restore Eucalyptus & Peppermint Disinfecting Wipes",Active,https://d3npuic909260z.cloudfront.net/002/877/089/nRcA.mp4,,,covid
2877196,"HelloFresh July 4th Flash Sale TV Commercial, 'Less Kitchen Chaos'",30,2020,HelloFresh,HelloFresh Subscription,Active,https://d3npuic909260z.cloudfront.net/002/877/196/nR0e.mp4,,Kids,covid
2877358,"AT&T Wireless TV Commercial, 'Helpful Tips: iPhone 11'",30,2020,AT&T Wireless,Apple iPhone 11,Active,https://d3npuic909260z.cloudfront.net/002/877/358/nR4B.mp4,,,covid
2877561,"Cracker Barrel Old Country Store and Restaurant TV Commercial, 'Home Favorites: Southern Fried Chicken'",15,2020,Cracker Barrel Old Country Store and Restaurant,"Cracker Barrel Old Country Store and Restaurant Chicken n' Dumplins, Cracker Barrel Old Country Store and Restaurant Southern Fried Chicken, Cracker Barrel Old Country Store and Restaurant Buttermilk Pancakes",Active,https://d3npuic909260z.cloudfront.net/002/877/561/njVN.mp4,,,covid
2877662,"Spectrum Business TV Commercial, 'Reopening: One Month Service Free'",30,2020,Spectrum Business,"Spectrum Business Internet, Spectrum Business Phone, Spectrum Business TV",Active,https://d3npuic909260z.cloudfront.net/002/877/662/njLn.mp4,,,covid
2878874,"GoDaddy TV Commercial, 'Happy Hours, cumpleaños y compras'",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/878/874/njTK.mp4,,,covid
2879033,"Macy's TV Commercial, '4th of July: Look Up'",30,2020,Macy's,,Active,https://d3npuic909260z.cloudfront.net/002/879/033/njgv.mp4,,,covid
2879202,"Infiniti Summer Event TV Commercial, 'Places to Go' Song by Judith Hill [T2]",30,2020,Infiniti,"Infiniti Q50, Infiniti QX80, 2020 Infiniti QX50 EDITION 30, 2019 Infiniti QX60",Active,https://d3npuic909260z.cloudfront.net/002/879/202/njKs.mp4,,Kids,covid
2879385,"Jeep Fourth of July Sales Event TV Commercial, 'Big Picture' [T2]",30,2020,Jeep,"Jeep Wrangler Unlimited Rubicon, Jeep Cherokee Limited, Jeep Grand Cherokee Summit, Jeep Renegade Trailhawk, Jeep Compass Limited, Jeep Gladiator Rubicon",Active,https://d3npuic909260z.cloudfront.net/002/879/385/njyr.mp4,,,covid
2879413,"Taco Bell $1 Nacho Crunch Double Stacked Taco TV Commercial, 'New Challenge'",15,2020,Taco Bell,"Taco Bell App, Taco Bell Double Stacked Taco Nacho Crunch",Funny,https://d3npuic909260z.cloudfront.net/002/879/413/njyU.mp4,,Kids,covid
2879958,"Toyota TV Commercial, '4th of July: Trust Toyota' Song by Vance Joy [T2]",30,2020,Toyota,"Toyota Camry Hybrid, 2020 Toyota Highlander Hybrid, 2020 Toyota 4Runner SR5 4x4, 2020 Toyota Highlander, Toyota Corolla Hybrid, Toyota Prius Prime, Toyota Corolla Hatchback, Toyota RAV4 Hybrid, Toyota Avalon, 2020 Toyota Highlander XLE AWD",Active,https://d3npuic909260z.cloudfront.net/002/879/958/njus.mp4,,,covid
2879978,"AutoNation Chrysler Jeep Dodge Ram July 4th Event TV Commercial, 'Freedom From Payments'",30,2020,AutoNation,,Active,https://d3npuic909260z.cloudfront.net/002/879/978/njuv.mp4,,,covid
2880117,"American Express TV Commercial, 'Un negocio pequeño'",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/880/117/njWo.mp4,,,covid
2880237,"We Are Golf TV Commercial, 'Get Back' Song by Fifty Shades",30,2020,We Are Golf,,Active,https://d3npuic909260z.cloudfront.net/002/880/237/njFY.mp4,,,covid
2880606,"ARS Rescue Rooter TV Commercial, 'Leaky Faucet: $99 Off Plumbing or Drain Repair'",30,2020,ARS Rescue Rooter,,Active,https://d3npuic909260z.cloudfront.net/002/880/606/nja0.mp4,,,covid
2880706,"Taco Bell $1 Double Stacked Taco Nacho Crunch TV Commercial, 'Nuevo desafío'",15,2020,,,,https://d3npuic909260z.cloudfront.net/002/880/706/njiR.mp4,,,covid
2880744,"Coca-Cola TV Commercial, 'La gran comida' canción de Amadou & Mariam",30,2020,,,,https://d3npuic909260z.cloudfront.net/002/880/744/njmw.mp4,,,covid
2880754,"Good Sports TV Commercial, 'This Is Restore Play'",60,2020,Good Sports,,Active,https://d3npuic909260z.cloudfront.net/002/880/754/njm2.mp4,,Kids,covid
2880860,"Camping World TV Commercial, 'Best Method of Travel'",30,2020,Camping World,,Active,https://d3npuic909260z.cloudfront.net/002/880/860/nj8v.mp4,,,covid
2880865,"GHUnders TV Commercial, 'Quality Over Quantity'",30,2020,GHUnders,"GHUnders Face Mask, GHUnders Neck Gator, GHUnders Turbo Tube",Active,https://d3npuic909260z.cloudfront.net/002/880/865/njhk.mp4,,,covid
2881252,"Bloomberg L.P. TV Commercial, 'Ready for Anything'",30,2020,Bloomberg L.P.,,Active,https://d3npuic909260z.cloudfront.net/002/881/252/njvZ.mp4,,,covid
2881283,"Vistaprint TV Commercial, 'This Is Not a Mask'",30,2020,Vistaprint,"Vistaprint Kids Green Mask, Vistaprint Kids Lightning Mask, Vistaprint Adult Striped Mask, Vistaprint Adult Geometric Mask, Vistaprint Adult Pink Mask, Vistaprint Kids Sunrise Mask, Vistaprint Adult Patterned Mask, Vistaprint Adult Flower Mask, Vistaprint Adult White Mask, Vistaprint Adult Green Mask",Active,https://d3npuic909260z.cloudfront.net/002/881/283/njvW.mp4,,,covid
2882030,"Salesforce Work.com TV Commercial, 'The Right Tools'",30,2020,Salesforce,Salesforce Work.com App,Active,https://d3npuic909260z.cloudfront.net/002/882/030/nrIj.mp4,,Astro,covid
2882037,"1-800-PHONE-SEXY TV Commercial, 'No Summer Fantasy Vacation This Year'",30,2020,1-800-PHONE-SEXY,1-800-PHONE-SEXY,Active,https://d3npuic909260z.cloudfront.net/002/882/037/nrIs.mp4,,,covid
2882039,"Korean Culture and Information Service TV Commercial, 'Onward'",30,2020,Korean Culture and Information Service,,Emotional,https://d3npuic909260z.cloudfront.net/002/882/039/nrIW.mp4,,Kids,covid
2882208,"United Way TV Commercial, 'Weather This Unknown Together'",60,2020,United Way,,Emotional,https://d3npuic909260z.cloudfront.net/002/882/208/nrnT.mp4,,Kids,covid
2882524,"Pizza Hut Contactless Curbside Pickup TV Commercial, 'Safe & Easy'",15,2020,Pizza Hut,"Pizza Hut App, Pizza Hut Three-Topping Pizza",Active,https://d3npuic909260z.cloudfront.net/002/882/524/nr2B.mp4,,,covid
2882541,"PGA TOUR Superstore Celebration of Golf Event TV Commercial, 'Three Days of Giveaways' Song by Gyom",30,2020,PGA TOUR Superstore,,Active,https://d3npuic909260z.cloudfront.net/002/882/541/nr2s.mp4,,,covid
2882563,"Coca-Cola TV Commercial, 'Savor the Moments' Song by Amadou & Mariam",60,2020,Coca-Cola,,Active,https://d3npuic909260z.cloudfront.net/002/882/563/nr2U.mp4,,Kids,covid
2882576,"Taco Bell Grilled Cheese Burrito Box TV Commercial, 'Grilled on Top'",15,2020,Taco Bell,"Taco Bell App, Taco Bell Grilled Cheese Burrito Box",Active,https://d3npuic909260z.cloudfront.net/002/882/576/nr1n.mp4,,,covid
2882588,"AutoNation TV Commercial, 'Back on the Road'",30,2020,AutoNation,,Active,https://d3npuic909260z.cloudfront.net/002/882/588/nr1g.mp4,Dogs,Kids,covid
2882613,"Applebee's Irresist-A-Bowls TV Commercial, 'Back in the Neighborhood' Song by John Sebastian",30,2020,Applebee's,"Applebee's Irresist-A-Bowls Homestyle Chicken Bowl, Applebee's Irresist-A-Bowls Southwest Lime Grilled Chicken Bowl, Applebee's Irresist-A-Bowls Tex-Mex Lime Grilled Shrimp Bowl",Active,https://d3npuic909260z.cloudfront.net/002/882/613/nr1a.mp4,,Kids,covid
2882688,"American Red Cross TV Commercial, 'Times Like These: Blood Donations'",10,2020,American Red Cross,,Active,https://d3npuic909260z.cloudfront.net/002/882/688/nr54.mp4,,,covid
2882701,"Boomer Naturals Multi-Use Protective Face Masks TV Commercial, 'Ideal Face Cover: Makes a Difference'",30,2020,Boomer Naturals,"Boomer Naturals Adult Multi-Use Protective Face Mask, Boomer Naturals Children Multi-Use Protective Face Mask",Active,https://d3npuic909260z.cloudfront.net/002/882/701/nr6Z.mp4,,,covid
2882727,"PUMA Basketball TV Commercial, 'The Trevor Project' Featuring Kyle Kuzma, Katie Lou Samuelson",30,2020,PUMA,,Active,https://d3npuic909260z.cloudfront.net/002/882/727/nr6N.mp4,,,covid
2882848,"Boomer Naturals Multi-Use Protective Face Masks TV Commercial, 'Ideal Face Cover'",60,2020,Boomer Naturals,"Boomer Naturals Adult Multi-Use Protective Face Mask, Boomer Naturals Children Multi-Use Protective Face Mask",Informational,https://d3npuic909260z.cloudfront.net/002/882/848/nrTR.mp4,,Kids,covid
